Sentiment,Text
positive,is at home!! Aaah...nothing like home and Mom's cooking 
positive,Oooh @ashlovessmosh &amp; @FamousMe could teach a High School Musical class 
positive,"@petewentz i care about saving the 'fail whale'  tehe, start your own greenpeace; 'petepeace' then dissapear after this one mission."
positive,@fabuloustoccara yes! tweetdeck is waaay better than tweeting via web. 
positive,"love's the social of the new job, and the tips are a rather sweet bonus "
positive,"Okay, I'm definitely going to the gym now  Laters!"
positive,"@Harith Oooh, you're such a Cuttlett! I'm gonna' paint a brown spot on Fred's nose over there and feature it on http://TwailerTwash.com/ "
positive,@rubengotswag THATS COOL  add me on myspace.com/giuliettinna
positive,@jordanknight You looked like you were running shit! Lookin SEXY Jordan! 
positive,"raining now, around 10E½C, guests decided to stay! "
positive,@stephenfry sounds like the start of a good day  Enjoy!
positive,@Seth_MacFarlane BIRD is the WORD!! lol! Thanks for all the laughs Seth! Love it lots! 
positive,Sunday is my favorite day of the week!  
positive,late night &quot;souper meals&quot; are the best! 
positive,@Equestrian90 The floating whale. Haha. 
positive,video from the 18th.  alexia dearest epically failing.: http://beta.twiddeo.com/86e
positive,what a night lt night 
positive,@Nia78 I'm pretty good about to lay it down in a sec . Had a long day &amp; night  Thanks for asking . And you ?
positive,@RealJudgeJules Track names 
positive,Just heard my bootleg remix of &quot;if u seek amy&quot; on kiss fm here in Chicago 
positive,"happy at last! I have a picture already here in twitter,,, "
positive,"Beautiful day, had a bike ride now waiting to go to my dads "
positive,"@IfYouSeeKiim ok, thnks "
positive,Fucked up in  the way home 
positive,Just got home after a great day/night out with kids. We had fun and laughed so much; They woke up to early though 
positive,"@avelis thanks for letting me know, i appreciate it. "
positive,@emizell I know I can't wait to see it!!!! Thanks 
positive,back briefly while putting baby to sleep ;) i did dishes while gone and danced around with ipod 
positive,showetime. then more HP  x
positive,I am with you ferrari fans in this troubled times 
positive,@iamwhoever I think he will in time. he cant see it now cuz he's in the midst of the storm but it'll calm down&amp;they'll be moments of sun 
positive,"@danileen here is where I am, yes!  where are you?"
positive,checking out Twitterrific. Liking it so far. 
positive,@grahamallcott haaaaaa!  I bet it's the magnetic storms 
positive,is doing up my myspacee 
positive,"@Pixie_Anna No Viagra needed, I wake &quot;up&quot; every morning "
positive,@smtspositive1 I envy you for living in the US and being able to see that band so often. I will see them in Amsterdam in July though. 
positive,Sleepy..what a night 
positive,@WestEndActress The gay part of London I'll ask if we can go to West End 
positive,@foliematt yeah life's bloody hilarious lol. Actually it ain't too bad  because it's a beautiful sunny day. Need to get out in it 
positive,@ddlovato when and where are u going here in madrid? please tell me demi cause i want to see you 
positive,@yargman do you work all weekend?  x
positive,Is in bed on her touch and can hear loud as music playing outside of her house. Can't sleeep! Entertain me 
positive,took the girls for walk that went through Rec Ground where childrens rugby team play. Grace wanted to join in. so not a girly girl then 
positive,@Sir_Almo@skylineproject i give you 300grams of chocolate to distribute as you wish   #choctwestival. Hey fellas. Sing out if needmor
positive,"@agent829 willow , she's still a poppet , now 11 levels old ! "
positive,Guud moaning all  Just watched F1 whilst languishing in bed... now that's decadence for you!
positive,@moedeje we are in Falkirk with a friend of Pauline's and having a lovely time. I emailed Oma my blog too! 
positive,@117Cecilia thanks for post me!!! 
positive,@Meranda_Panda Thanks for 2 nite. Had an AWESOME time! see you on the Boat! 
positive,"@motionocean oh, hehe it's sunny here today  scottish dances?? awesome "
positive,Going to be at the @soundcloud office in about an hour for open breakfast. Gonna bring records and fingerfood 
positive,@Reema226 Me too. 
positive,"@PixiePearl No prob, dear. ;) Call you tomorrow or Monday "
positive,Morning twitter world 
positive,@FreshBostonChic Good Morning to you too 
positive,@SnowgooseSA but you having one next week 
positive,Can't wait for the recordings to be mastered!!!! 
positive,@irregularshed PaPal? Tee-hee! 
positive,back to twitter!!!! 
positive,I sitting here with dumb and dumber aka &quot;Southanbred and D-Roc&quot;... and they are lame  
positive,@Zabreena2006 hehe! great! whats the first twiter account you'r talkin about??  stalking is fun 8)
positive,"@expelliarmus Awwwww, thanks honey  Hope you had sweet dreams too  &lt;333"
positive,"@paulcarvill love it, worthy of Blakes 7 "
positive,playing badminton with my dad!!! 
positive,Sitting on the floor with my laptop and a blanket. Sun through the window and coffee in the cup. Life *is* good! 
positive,Now that's what I call a Sunday morning lay in. And what a gorgeous day. Good morning all 
positive,"@motgnik I wasn't when you tweeted at me, but yeah...I am now. Sigh. "
positive,"Before I go to bed, just wanna say that 17 Again was awesome! I really enjoyed it. love it  Zac Efron, you're my idol!"
positive,@BrandiHeyy: Hey Brandi... Just Wonderin .. What are you + Miley doing in Germany  .. Please Reply.. Love Natalie + April .. xoxo
positive,Going to grandmas today. Its her birthday haha. Maybe take twilight? It'll give me something to do 
positive,@brother_rat Hi..Yes you would have FTP access.  This isnt a twitterhawk reply 
positive,"@Spitphyre corona/heineken is good, but somehow i don't like bud any more. carlberg is better "
positive,@chonnytehshiz i need videos hurry and make em 
positive,"@alexandrathegr8 got it. But r there NE good movies based on Vid games?? I'm still eating on 1... 'sides, can it b worse than MaxPayne? "
positive,@littlebrownjob Thanks for the link to RSPB gardens enjoyed looking through this today and lots of help 
positive,@doolallys totally love those types of books that get the brain juices flowing 
positive,"@robinmatthewfry ... and by the following year, rituals will have become entrenched and historical scholarship will start!  "
positive,@ryansheckler30  there is never too many 
positive,@stephenfry Would you be able to say &quot;Happy Birthday Genni!&quot; to me please!? Its my friend's birthday! 
positive,At least you are home &amp; not out in the rain 
positive,Is Going To Flavourz For Lunch 
positive,Ooh 3 followers off 800 that's cool 
positive,is watching something for the weekend  on BBC1 
positive,"im almost done watching rideback, ive got like 2 episodes left... final verdict when i finish it!  "
positive,Logging out to attend mass.  The heat's making it unbearable for me to hear mass during my regular morning sked.  Until later... 
positive,Nice Weekend 
positive,just got back from the movies with Jt.  TIRED &amp; ready 2 catch some ZzzZzz's. g'night!!  
positive,@benjpalmer did you get any? I passed out cuddling with Hallie the entire way home. 
positive,"looks that day will be busy and full with works to do  Yesterday the party was tooo.. crazy, but it`s good that everybody is alive."
positive,"Listening some great fucking music, A7X &quot;dancing Dead&quot; Some good shit "
positive,"@LeoLaporte Ha, fabulous photo.  Couldn't agree more "
positive,"the Pirate Bay guys will appear in history (e-)books as heroes of under-developed times, in 10 years. a bit like Play Boy in the '60s "
positive,"@felt_tip_felon thanks dude, glad you like them "
positive,@is_selene Or was that the single most winningest moment of my life? I think yes  Even tho I lose from then on ;p
positive,"@Smile_Hannah It is, ain't it?  I don't see what people find so bad about it.. I love Bella's power :p"
positive,"Is nervous.. 15 minutes and i'll find out what this is about... And don't worry twitter, you'll be the first to know "
positive,@OfficialJoBros - ahhh is it really you guys  jess and ashleigh xx
positive,watching disney channel and eating breackfast 
positive,finding Loui 
positive,I am soo locked in! 
positive,"@proteusguy The courts didn't agree with the democrat party dissolution case, and they were acquitted "
positive,@Izzabeta  he he how funny  lol lmao 
positive,"@BohlinMcFly gaaah, I'm jealous.. Haha, where did you order it? "
positive,mmmm pumpkin seeds &lt;3 SO GOOD 
positive,@peterprince2 Send her to me. I can fix that problem 
positive,@CindiCupcaking Thanks Cindi - home safe now   G'night )
positive,@shaundiviney some judge from sytycd has the same jacket as you but you look better in it 
positive,is watching dinner impossible.  http://plurk.com/p/oyua6
positive,morning tweeps! it's a gorgeous day out there... 
positive,@nogbad gentle???? easy??? wrong course mate 
positive,how very dutch  http://twitpic.com/3l7aq
positive,Yay! The blackout and the academy is...tonight 
positive,Is going to bed.. sleep tight folks.. the doughnuts kicked in early 
positive,@supware Hi there  It's a great idea 2 be be there on twitter. Currently using iDialer on Samsung i900. Thanks a lot positive the good work 
positive,"@adriangraham Because its so huge and I find self promotion wearying after a while. Am determined though, that should carry me through. "
positive,Having brunch and redecorating my home 
positive,@Oprah Hey it's nice to know your on Twitter 
positive,"@FlashJunkie I have the same kind of problems, reading book before going to bed, helped me "
positive,@mistakepro http://twitpic.com/3kmt8 - .....O now i get it 
positive,@sleepydumpling i can send virtual chocolate if it helps? 
positive,@TalSh You are not following me close enough bro  http://twitter.com/hilzfuld/statuses/15positive0581231
positive,Sunday = relaxing  Watching some telly.. Doing homework later! Can't wait for all new eps of Gossip Girl and One Tree Hill tomorrow! 
positive,"@djwhisky thanks, I bet Somerset was still quite nice "
positive,Is going to get herhaircut soon - going to get a fringe methinks 
positive,uploading pics from the Pampanga conference 
positive,completing my nice weekend: nginternet! 
positive,Man i'm tired. Made some apple crisp from scratch...... Man it tastes gooooood 
positive,Watchin cartoon network wit my nephew 
positive,INCOMING TUNE!!!!!!!! finally  #asotpositive00
positive,"@patphelan wow thats hard wor with the puppies well done, I was hoping to get an assistance dog for my deafness, but we have boo now "
positive,@JENTSYY oh what happened?? 
positive,@staroflondon sounds like a sensible plan to me! Today for me involves driving to maidstone to see my aunt and nick some dinner from her 
positive,"get well soon, dear "
positive,@debswillis make it the weekend after the weekend after next 
positive,"Cancel the crashing, importing photos and catching up on Facebook. Hit me up with a wall post and I'll make sure I reply "
positive,@greyhoundstooth Ok! I've clicked the link for you already. Try tweeting using TweetSG! 
positive,@tommcfly YOU'RE BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACK!  xxxxx
positive,Goooooooood morning all twitters  The time in Norway is 12:12 AM &amp; I'm home from my paper route =P
positive,"@Jennifalconer crikey, that soon?! Good luck when it comes! Must get up and watch "
positive,going to go look for the little mermaid 2 haha 
positive,going to @zerophyte 's soon yay 
positive,"@fridley Attribution? This is twitter! Steal and take credit yourself! Oh hang on, I need Sarcastica now...  (thanks for the video link!)"
positive,"@sweynh Ah, I'm already in Aberdeen  Very much looking forward to seeing Orkney, and Shetland "
positive,10 days till my birthday yaaaaaaay 
positive,@BarbRad :S is a smiley like  and it means confused...
positive,YOUR favorite RED HEAD is no more! Who can guess what color my hair is now?!?!?! 
positive,It's almost 5:30. Yayyy Twiiiter!!!!!! 
positive,I'm eating some sweet thing....too bad in czech-english dictionary there is no word how could I express it  HELL!!! but its really good 
positive,@marcoventi depends on what state i am in the UK 
positive,@shufflebite top of the mornin to ya! Aw cool  buy anything nice? I'm just outside in the amazing sunshine 
positive,@Airbase I have some IDs for your Trance.Nu Feature guestmix. 
positive,YAY! The daily Shatt fishing quest is Crocolisks in the City. Woot! I hope i get at least one new pet tonight.  Wish me luck.
positive,"@duckliy5positive3 LOVES BURA  i had an amazing time, i'll load pictures on fb!"
positive,@AlyRMichalka Well then.. thank u 
positive,"oh hehe, easter today "
positive,Sunday Sunshine 
positive,On airport pickup duty then we're off to see Bat For Lashes tonight in London 
positive,Only four buses on the way home 
positive,@nyssabdesign It's gonna be a nice 17C tomorrow! Bet that'll make you smile 
positive,@MyOhSoSweetLife YOUR ON DRUGS 
positive,@hunteremily by the sounds of it perhaps Electro could also be used 
positive,@RealHughJackman http://twitter.com/susan_boyle here she is 
positive,had a great day 
positive,watching so you think you can dance 
positive,is watching House M.D. and relaxing  is there any better way to spend a Sunday?
positive,"@susieblackmon you're welcome. Beside's, it 's true  "
positive,@Lybbe thank you Lybbe! 
positive,"Up $85! Not bad for my first (full) day in Vegas.  Feet already hurt, already sleep deprived, but I love this city."
positive,@digitalsprawl http://twitpic.com/3l76i - How absolutely ADORABLE!! 
positive,Back from Movie World.. next time we are going to Wet N Wild! I don't overly care what my sisters say. haha 
positive,i'm very excited about some new designs...leopard print and blood red orchids...mmmm 
positive,I wasss suppose to be sleepin cause I didn't go out my badd gotta get snugglies 
positive,Going to the gym 
positive,@TannyaJoaquin cute pic of you n kai! now i feel compelled to put up pic of me n tai. 
positive,Thanks for the welcome guys 
positive,@infogoddes @yatii I'm glad you're still around 
positive,sorting pictures with Mina for the next captiveculture update. another suspension for that lovely french girl 
positive,Loving The Sun ! 
positive,"Good afternoon guys, getting ready to go to class, how's it going? "
positive,"@TheBandFromTV if u need new account with new name, as happened 2 some of us too, then how about calling urselves BANDFROMTWITTER LOL! "
positive,@ashtreetree she's too far away . I cbb screaming. haha 
positive,good morning to you 
positive,"@Natazzz yep, i'm ok today! had my strawberries  ideas always seem good at the time.. until later"
positive,had a great weekend with Dr. John Avanzini. Is feeling very tired now.... exams starts this coming week! 
positive,"had a great night, thanks FoF. Pics will be up soon, I promise. "
positive,This is my 1901st update..   Trying to decide where to go for our (potential) holiday later this year..ideas? suggestions?
positive,Dr Horrible never fails to make a good night better 
positive,@anikainlondon yay! spotify!  i'm listening to alessi's EP on it
positive,has all the Avatar(The Last Airbender) episodes on her iPod... ahhh 
positive,searching for an agency  Do you know an agency? tell me!
positive,@loumellealicaya let's stalk each other on twitter. follow me! 
positive,"@stefanie_go AHH! vampire! haha, you ain't that pale naman ah "
positive,"I love following new people on twitter, even if they say boring stuff like me "
positive,my boyfriend is here 
positive,@Catboy_Dubai eeeekkkkk....wonder how many people freeze when they get to the transparent end of the pool.........SURPRISE! 
positive,"@varundave anytime...  and if u like punjabi khana, then come and taste rajma chawal "
positive,"Wedding gig in Chattanooga: bad. Getting paid to sing, even if it's a wedding gig in Chattanooga: good. I am blessed.  Thanks, Big Man  "
positive,"@EwaInTheGarden haha well, we live to learn something new every day, don't we?  how are you Ewa? long time no tweet."
positive,am feeling very proud of kate -- she is an awesome runner!  
positive,On the road to my wifes 1st triathlon. If I do not update in 6 hrs. Call the paramedics. 
positive,"just waked up, going to have a walk ouside "
positive,its a nicee day! park anyone??? 
positive,"*happy* new xserver likes new nv driver, monitor likes new resolution, every component of my computer (and gentoo) is happy "
positive,@assaadawad Is that a gun in your pocket or you are just happy to see me? 
positive,@AimeeWard good morning to you too. 
positive,@rottensick just make a fucking fort 
positive,"kinda had a busy night... between breaking news, &amp; crafting a 2 hr. newscast out of 30 mins. of news given to me... I had to get creative "
positive,On a bus. Novel experience for me! Thankfully it's just taking me back to my car 
positive,Is trying to get used to twitter 
positive,"haa, im so jealous, good luck  no im not, im at school, my friend has tickets though. i really wanted to go! hah x"
positive,"@dansnan Ok, Cinco de Mayo might be a good excuse "
positive,@TheEngTeacher young man... love it. Feeling ancient at the moment. Good night 
positive,@alyssalovesm ... Am all good 
positive,"@_alan yeeeeey!  SIX FEET UNDER!! that's what I mean!!  love it! love them! and love you! haha .. ok, me emocionei. Six Feet Under cara."
positive,Just woke up. God weather here in oslo today. Looking foward to going out and eating with my mom. 
positive,"@mileycyrus Miley, dont you wanna stop by in Netherlands?  Amsterdam is one of the most beautiful city's in Europe!"
positive,@gerdiend ah right! when can i claim my share of the left-overs? 
positive,@beebee890 Hope you had a good day 
positive,@fadedmoon its coming  haha
positive,@myfabolouslife ~ Loso  You make me smile. check me out.. http://tinyurl.com/anj28b
positive,Watching computer chronicles on http://lunduke.com/?p=positive02 good stuff 
positive,@varunshridhar Oh yea. Today morn 
positive,"@Sekoja Ah, didn't mean the tweet but the reality. And, sorry, missed the one it balanced before. Got it. "
positive,Yes 62 followers  
positive,@R_SHECKLER  I Loved Lor 3 Really Good  i hope u figure out what to do soon  have a good day  Love u so much stef x xx  x
positive,"@pdenlinger yes that lovely, warm beer.. mmm..  I had an aussie beer last night and I wasn't too impressed to be honest.."
positive,enjoying the xbox 360 fun! free things really ARE worth what you pay for them!! 
positive,"Happy Easter, all you of the Orthodox type "
positive,Mm yay breakfast 
positive,@BrianOFarrell got 5 pops including 2 understudy levels   #gridiron3
positive,"wooooooooooooh study :/, who's a tropihc relationships expert? ahaahh. good day "
positive,Decent result for BrawnGP  Well done to RedBull ! but hope BrawnGP can get in the mix in the next race. ;)
positive,listening to India arie and getting ready for a wonderful sunny day 
positive,"@charliepuppy We're just going out to pick them up, can't wait!! "
positive,"@fadedmoon yea, i knew it! "
positive,"@jimlee00 Cool, i never worked with Scott, only Denton, i'll have to say Hi "
positive,"non-stop good times since thursday! loving this weekend, and the weather  hoping for more of the same tomorrow!"
positive,went to the Spa Wellness Centre in the Kovacova village 
positive,...and it made me really sick  ? http://blip.fm/~positivekr81
positive,has a little blister in the end if his big toe. Ouch! Off of hardwicke hall to recuperate  #fb
positive,Jamie Slocum's NEW CD &quot;Dependence&quot; in stores April 21st .. Don't Forget to get your copy!   #fb
positive,just found out that in Korea they call a &quot;Swiss Army Knife&quot; a &quot;McGuyver Knife&quot; 
positive,Looking for affiliates http://tinyurl.com/dh995w (the visualization tool at the bottom of the page is well worth playing with 
positive,God I love Reemer. There a wicked band! 
positive,"@sigurdmagnusson Same here, not many gym-related tweets. In the nice weather here in Norway right now, we all just mention mountain hikes "
positive,goin ridin soon  yeyy but at the mo im stuck doin coursework... joy.
positive,"think of it as an adventure!  Of course, now I'm awake and had coffee, I've got a different perspective on things. "
positive,"Have added new Sonny with a Chance Stills at my hompage, check it out http://selena-demi-web.com, thank you guys "
positive,Don't Forget To Check Out The Site! http://simsgalore.co.uk 
positive,Off to another bmw garage 
positive,"@varshashete Ooh if you're into all the celebs, check out gulpanag at twitter "
positive,i should be going to bed now........ but i think i will play some sims before i turn the lights out... 
positive,@inkspotworkshop  I'm on my 2nd cup 
positive,@omgitspatrick #asotpositive00 well i only pay one third. my parents pay the rest! easy.. but i will go over the cap for sure 
positive,Who will I be is such a great song 
positive,"cant wait positive her roast today, with lots of wine "
positive,@TessMorris Belfast Marathon!! Would love to do London - but a bit out of the way! Lol. Usually no prob to get a place a year before! 
positive,stayed up till stupid o'clock in the morning reading eclipse  i'm a nerd really..
positive,just got back from Canberra... now watching So You Think You Can Dance 
positive,HACKED BY VEE. chyeah. love you mell bell. WHO'S ON ROVE TONIGHT PEOPLE ?! 
positive,@AlyRMichalka How do you get ur hair wavy?please reply it looks so pretty 
positive,"@elematt really?yeah we should meet up for lunch or something, we pay rent at the bank there every week. I had noodle box for dinner yum! "
positive,"Enjoying my morning coffee, will need a few of them to wake up after that great night "
positive,Lovely sunny sunday morn...time for a nice run         Later tweeters
positive,"Great party, great people.. Nice of the cops to show up to "
positive,@yagglo okaay will do thanks 
positive,"Perhaps, I should do the same for solar energy and photovoltaics! What say, friends? "
positive,@SmashFit new baby is great!!! Need more sleep but she's happy! 
positive,"@kelvintraves going to a big flea market today. it's about an hour &amp; a half away, &amp; is most busy in the morning. "
positive,Just used a straw to eat a grape from the inside! It's a little tedious but great timepass 
positive,"Check out myspace.com/afstexas &lt;---Sexyness coming at ya! &lt;3 Photo shoot, and practice today! "
positive,@JesseJstreet @seriouschick Go STL Runners! Cheering you on 
positive,"Finished my history and maths!! yay, going to have a teacake and then watch....FAMILY GUY! "
positive,Awww thx Sparklyspud  How is you??
positive,How to create powerful youtube video? 
positive,Family Guy! New series BBC3 tonight 10pm! 
positive,enjoying the lazy sunday  waiting for lunch
positive,"@silverlines @LeonnieFM Ah yaa! Gedebage is about 1hrs+ by car from downtown, IF you're lucky that no traffic jam "
positive,ANY ONE HAVE A JOB OPENING THAT WILL LET ME MAKE OVER 20K A YEAR I WANT TO MOVE UP TO 25K A YEAR 
positive,Phantastic I love your blog!!!! On blogspot!!!... The venting part got to me.... Im here for you!!!!   Friends before you know what!
positive,Is lovin my husband and could not be more happy than I am... Lovin life  Cant wait to get my 5 speed! Back to the old days he he he
positive,hey sun is back 
positive,@0E7Bethany Thanks! 
positive,pulling an all-nighter. off to the airport at 5.  it's fun when you send the person sitting in front of you a chat on facebook. fun times
positive,@gerardway I can't waight  till the new albam is out  you guys saved my life you rock
positive,Prom was AMAZING.  goodnight y'all!
positive,@timlovejoy  Awww come on Tim top up G&amp;Rs pocket money so they have a chance this century of getting the trampoline! 
positive,@libertygrrrl yeah pretty much... it was probably the worst time to start it but know wer have a good idea of what to do  
positive,OMG! SYTYCD is amazing tonight! The top positive so deserve to be there 
positive,awwww  tomorrow  must go back to school -.- what for a pit
positive,@nithinkd heh.. does that mean u just called urself a dummy? 
positive,#MrTweet I recommend @darrencarter because he likes his women like he likes his Twitter... customizable and done several times daily. 
positive,@michelleasaurus i exercised everday this week.i feel fit hahaha. and yes u r a nerd doesnt have to be books 
positive,"@LaiRenee I doing great! Thank you  How are you? I see you look lovely today, as always *smiles* "
positive,Walked up Brown Hill with Tim and his dad and saw the gorgeous 180 degree view of Adelaide as the sun was setting 
positive,feels like eating an 18' inch pizza from yellowcab. can someone give me. haha 
positive,@cultlabs No problem! Pleasure 
positive,firing up the FZ1N. Go out and feel the power 
positive,@tsarnick Il have a think...  
positive,http://ping.fm/p/x2a7z - Why are we happy to sit for so long in long fast food drive-thru lines but not elsewhere? 
positive,@heshster [br] Ah! Yes. The competition is ending soon. You have just as much chance as everyone else. There's no tomfoolery in our comps 
positive,is back from basketball. the rain ruined it.  http://plurk.com/p/oyw3x
positive,"most awesome night last night - a good taking of drink with Korn, Alice, Rage against Machine, W Stripes, Motorhead, Slipknot is spot on "
positive,Morning  My head hurts a little... :\
positive,CROSS COUNTRY CROSS COUNTRY LALALALAHH 
positive,@piginthepoke Maybe they should give lettuce a name we can ALL spell first or there's no hope!! Teehee 
positive,"@proteusguy I use GPG to encrypt my sensitive email messages... so yes, I'm a paranoid person who doesn't trust the state "
positive,great Race Seb. Vettel 
positive,"Going cycling with V today  I have a basket so Gem can sit in it, so cute!"
positive,Swimming on Wednesday! Just what I neeeed. 
positive,easter show was AWESOME! me and some pals had a professional photo shoot the other day. got some good pics 
positive,I had better start on the Lil girls range tomorrow i have Markets in 2 weeks ...best i start making some gorgeous Lil skirts etc 
positive,@kboy808 Horde.      Although if I was willing to play Alliance I'd be in Ulduar now.
positive,"@alwaysrecycle we are VERY coool &amp; haha yes they do ;) epic you, epic me, epic high five! "
positive,Sitting looking out hte door and the sun is shining 
positive,@Metal_Rocks Why thank you 
positive,"Okay, tbh, Marley and Me is one of the best films of the year so far. until the new Transformers movie, and Harry Potter 6 "
positive,Loves the feeling of butterflies  off to bed. And missing my babe can't wait to be in LA&lt;3
positive,Processing the shots from #Live #Style #Fashion Show. Stay tuned for a glimpse 
positive,@MarikaRae http://twitpic.com/3l7e0 - Nice pic! Happy people 
positive,chris brown songs are sooo good 
positive,"@DinaMG aww, it must just be a bad season...my sis went through that at school and now it's almost over  so quick! Just stick in there  "
positive,"@Roqayah so much for the rest and relaxation, ha? "
positive,@Vomit_Launch @Nourn Thanks 
positive,"Oh look, an extension for importing and exporting filters! Sweet "
positive,"@sardun no i haven't!! i'm gonna check it out now though, thank you! "
positive,is going back to the pool after a really long time 
positive,"that's the best thing I've seen in ages, @cargowire! thanks for the link  http://tinyurl.com/positiveqs8x3"
positive,@smilyross well thats the best part!  heheh.. having good company... but i bet food was great too! 
positive,@jehan_ara Nice  congrats to her
positive,@blowdart @ColinMackay  Thanks for the comments - always useful 
positive,Check out my site for all Jonas all the time; http://totallyjonaslove.proboards.com join! it's free!! 
positive,@nick_carter nick!! bring me fries from mcdonals! i love it 
positive,"@annaksm Ane Katarinaa!  vocE½ por aqui! welcome. .. ok, i'm a little bit excited this morning .. need'sleep."
positive,Finally home. Two jobs is kicking my butt. Sleeping for a few hours before going back to work. I love you Jakeeee. &lt;3 
positive,"Remember this http://tiny.cc/YMGeA ? Omg, amazing "
positive,ssshh...Dad just woke me up early. Everone is still asleep.  We are going to go for a ride and get some coffee 
positive,@mmmicaela ha i know 
positive,@jasreen18 alright love  fly me out to CA
positive,@ddlovato what!?you were in germany?how great is that  have a great time in spain!and I hope to see a show from you in germany very soon x
positive,@100bpm Thanks for the follow! Your blog is quite informative. I am rooting for the PBT guys. 
positive,So @rushtoaugust wanted some peace. Let me share it with you. *ta-daaaa* 
positive,@fareastmovement Went to Sutra in Costa Mesa tonight. They played Girls on the Dance Floor twice. 
positive,finished season 2 
positive,@david_olsen I've seen it.  It's pretty interesting 
positive,@Kakabel Oh I would LOVE to be close enough to get to that! We're not close enough here to get anywhere 
positive,@mrskutcher Thank you for helping the world. 
positive,"/Oh great start, train driver says the train is going to Aberdeen, the train manager thinks it is going to Glasgow, this will be fun "
positive,http://twitpic.com/3l7ky - i got bored and decided to post a photo. its the alps btw from a plane 
positive,@sapphirepearls wow sp's on twitter?  i'm enchantzment or spacemunkey anyway! one of the users.
positive,@kuti3xoxo Are you serious? Lol. That's cool! I live off of Rainbow and Smoke Ranch 
positive,"has been back about an hour and half and is FED UP ALREADY! And about to throw up as well, niceee "
positive,finally going to sleep after a long day 
positive,webcaming with james  and on the phone to remmmm 
positive,Finallly sleeeeeeep after a qood meal  - Got a lot in mind hollllla in 3 weeeeks !
positive,"feeling pretty nice today, going to meet a friend for a walk along the best beach in the world.. Drewvis practice and band practice later "
positive,@sreyadutta thanks to you 
positive,"@30STMWithJared ah that sucks  just going out now, I'll be on in a bit  x"
positive,@freeeky i shall grant you the mercy you have deserved. 
positive,@Nibuca never mind... works like a charm!  thanks a million!    /happy tree dance
positive,watched Punk'd tonight and laughed her ass off. 
positive,@Jennifalconer how's about following me? 
positive,Fun fun fun show in new orleans. Thanks to chicken and egg productions for all their hard work 
positive,@GrumpyWookie Well thank you 
positive,@tommcfly http://profile.myspace.com/positive68positive67699 check it out 
positive,Happy Sunday to all! Getting ready to go to church!  I LOVE GOD SO MUCH!!!! DO U? Take care friends!!! 
positive,@dressjunkie i nearly choked you witch! 
positive,@Fuyuki_Hinata am jealous! Have fun! 
positive,"anyone in the UK good at proof reading, and even writing, CVs/resumes? Just need someone to read over mine. "
positive,"@proteusguy Is that what I want? No, but between that and the corporatocracy status quo, I'm for Stallman. Or rather, leaning to RMS "
positive,on duty at NICU tom! yay! babiieeess! 
positive,http://twitpic.com/3l7lpositive - Scketches from last night at a bar haha i r loser 
positive,http://twitpic.com/3l7l6 - Sunday bake with auntie wendy  new york cheese cake
positive,I like the way you move 
positive,"So pleased F1 back on BBC, much better coverage, well done Red Bull - and BBC "
positive,"Just had brekkie with Steve, Paul, Pip and Isabel. Now awaiting taxi. Great weekend...AND the Sun is shining on Bristol!!  "
positive,F1 in china finished  Germany roules 
positive,"@marcusjroberts lol, will do "
positive,"@proteusguy I guess when Linux rules the world, I'll be cheering on Microsoft then "
positive,Ooooh their flight has landed 
positive,@shaundiviney :O dont do any random hook ups shaun 
positive,good morning 
positive,"@CyberWasteland Oh, was it annoying?  (The 'and' bothers me, shush.  )"
positive,I think today is a good day for baking some cupcakes  
positive,@MissAshleyTizz canE½t wait to see it 
positive,"Going to be a v.long day todat,m school work and work work "
positive,@PatrickNZ Thanks for invite. Enjoyed it. And yes no missile weapons or poison in the water 
positive,@outrage_designs Ah well that's okay cos I can't paint 
positive,Dropping by with a big twitter cheer for all of you still going! Hurray for you  #readathon
positive,"@LittleHome I have been here 22 years, I am in Sorrento "
positive,"i think im gonna open my widow, let the breeze blow in, and watch the sunrise while curled up in my blankets.  "
positive,"&quot;AURORA&quot; yet again!!! wow. but honestly, i'm not complaining  #asotpositive00"
positive,"@kyosha Yep, writing tests in dyn langs is much faster  really impressed by the built in testing framework for python."
positive,Chilled tune  #ASOTpositive00
positive,loves a fresh mani and pedi...coral is such a lush shade...makes me happy 
positive,"is dressed and rearing to go.. wonder what today has in store, other than a lovely sunday lunch  first one in a VERY long time!"
positive,"oh, yeah. we did make it to the movie &quot;inkheart&quot; in time. great movie. "
positive,workin 7-1 then PF Changs with the family 
positive,no it wasn't :p trust me  this one is Sander van Dien - Aurora  great set so far ! ^^ #ASOTpositive00
positive,love you all 
positive,"@deadpresident Congress is like a humid day in Bombay. Dirty, yucky. BJP is a Delhi summer. Less dirty but kills you dead  #IndiaVotes09"
positive,@janinaz love this game on PS3 too ^^ i think it's my favorite  have funny time ;) take care!
positive,"Hanging with positive cool homos, including Android Electro "
positive,really enjoyed seeing my man  coming back from london now
positive,@webfreelancer Just can't help but start to move with the rhythm lol 
positive,just got my first tatoo  SO SORE LOL
